등록번호,청구기호,서명,저자,발행자,발행년,가격
BRP000455525,594.71-사821ㄱ,구움과자,사카타 아키코 지음 ; 권효정 옮김,Yuna(유나),2020,"15,000"
BRP000455526,539.9-김44ㄱ,기후위기와 불평등에 맞선 그린 뉴딜=Green new deal against climate crisis and inequality,김병권 지음,책숲,2020,"12,000"
BRP000455527,511.1813-코61ㄴ,나를 속이는 뇌 뇌를 속이는 나,로랑 코앙 지음 ; 하정희 옮김,북스힐,2019,"15,000"
BRP000455528,527.4186-맥39ㄴ,나의 반려견 내가 가르친다,브랜든 맥밀란 지음 ; 이윤정 옮김,코리아닷컴,2020,"16,800"
BRP000455529,598.1-우73ㄴ,내 아이를 위한 500권 육아 공부 : '다독맘'의 10년 독서 압축 솔루션,우정숙 지음,RHK(알에이치코리아),2020,"13,800"
BRP000455531,511.1813-노238ㄴ,내가 왜 이러나 싶을 땐 뇌과학 : 뇌를 이해하면 내가 이해된다,카야 노르뎅옌 지음 ; 조윤경 옮김,일센치페이퍼:루비페이퍼,2019,"14,800"
BRP000455532,598.1-이64ㄴ,내향 육아 : 어느 조용하고 강한 내향적인 엄마의 육아 이야기,이연진 지음,위즈덤하우스:위즈덤하우스 미디어그룹,2020,"16,000"
BRP000455533,516.566-클231ㄴ,너무 사랑하지만 힘든 걸 어떡해 : 어디서도 누구와도 말하기 힘들었던 불안하고 두려운 초보 엄마들의 진짜 속마음,캐런 클라이먼 지음 ; 몰리 매킨타이어 그림 ; 임지연 옮김,한문화:한문화멀티미디어,2020,"16,000"
BRP000455534,512.57-산835ㄷ,(월경 주기에 맞게 내 몸과 마음을 돌보는) 달의 요가,산토시마 카오리 지음 ; 임용옥 옮김,Somssi(솜씨컴퍼니),2020,"12,800"
BRP000455535,510-당59,당신이 생각조차 못 해 본 30년 후 의학이야기,윤경식 [외] 지음,청아출판사,2020,"15,000"
BRP000455536,593.5-김221ㄷ,데일리 홈 트레이닝 : 하루 30분 내 몸에 집중하는 시간,김다영 지음,북랩,2020,"18,000"
BRP000455537,594.675-이45ㄹ,라미의 잘 빠진 다이어트 레시피,이보람 지음,길벗,2020,"14,500"
BRP000455538,594.71-안53ㅁ,마쿠아즈=Macquoise : 마카롱과 다쿠아즈의 매력을 조합한 새로운 디저트,안서리 지음,경향미디어,2020,"18,000"
BRP000455539,636.5-가221ㅁ,마크라메 액세서리 : 색색으로 엮은 매듭의 아름다움,가마다 다케시 지음 ; 고주희 옮김,커넥츠,2020,"13,900"
BRP000455540,527.4186-전66ㅁ,매일 10분이면 우리 강아지도 천재견 : 누구나 쉽게 따라하는 반려견 트레이닝!,전용진 지음 ; 펫라이크 엮음,박영 story:피와이메이트,2020,"12,000"
BRP000455541,592.27-미62ㅁ,매일 스타일 변신 손뜨개 인형 : doll,Miya 지음 ; 김은주 옮김,이아소,2020,"15,000"
BRP000455542,633.5-츠819ㅁ,모던한 가죽 소품 만들기 : 손바느질로 만드는 24가지 가죽 아이템,츠치히라 야스에 지음 ; 박문희 옮김,디자인이음,2020,"15,000"
BRP000455543,539.11-한37ㅁ,"모모모 물관리=Management of all water, by all, for all : 기후위기 해결을 위한",한무영 지음,우리,2020,"17,000"
BRP000455544,511.119-김225ㅎ,(몸이 되살아나는) 혈관 건강 비법 : 혈관 명의가 전하는 혈관 건강의 모든 것,김동익 지음,매경경제신문사:매경출판,2020,"16,000"
BRP000455545,530.911-김66ㅁ,"미래혁신기술, 자연에서 답을 찾다 : 생체모방에서 자연모사로의 진화",김완두 지음,예문당,2020,"15,000"
BRP000455546,598.1-위64ㄴ,(미처 몰랐던) 내 아이 마음 처방전,위영만 지음,더블북:더블북코리아,2020,"15,500"
BRP000455547,539.7-비838ㅂ,바이오필릭 시티 : 자연과 인간이 공존하는 지속가능한 도시,"티모시 비틀리 지음 ; 최용호,조철민 옮김",차밍시티,2020,"22,000"
BRP000455548,527.4186-홍66ㅂ,반려견 법률상식,홍완식 저,피앤씨미디어,2020,"15,000"
BRP000455549,527.4186-목64ㅂ,반려견과 행복한 삶 만들기,목영길 지음,희소,2020,"12,000"
BRP000455550,381.7509111-김73ㅂ,밥상 아리랑 : 북녘에서 맛보는 우리음식 이야기,김정숙 씀 ; 차은정 옮김,빨간소금,2020,"15,000"
BRP000455551,041-목57ㅂ,"밥상의 말 : 파리에서, 밥을 짓다 글을 지었다",목수정 지음,책밥상,2020,"15,800"
BRP000455552,559.17-나821ㅂ,방사선 피폭의 역사 : 미국 핵폭탄 개발부터 후쿠시마 핵발전소 사고까지,"나카가와 야스오 씀 ; 박찬호,오하라 츠나키,윤종호 옮김",무명인,2020,"18,000"
BRP000455553,517.32-김77ㅂ,백년 쓰는 관절 리모델링 : 통증을 없애고 비틀린 관절을 바로잡는 최강의 운동법,김준배 지음,비타북스:헬스조선,2020,"16,000"
BRP000455554,594.5-나821ㅂ,"봄, 여름, 가을, 겨울 과일을 맛있게 사랑하는 114가지의 방법",나카가와 타마 지음 ; 용동희 옮김,그린쿡,2020,"14,000"
BRP000455555,516.938521-버828ㅂ,불행은 어떻게 질병으로 이어지는가 : 어린 시절의 트라우마가 신체 건강에 미치는 영향,네이딘 버크 해리스 지음 ; 정지인 옮김,심심:푸른숲,2019,"19,800"
BRP000455556,594.5-심11ㅂ,브런치 타임=Brunch time : 브런치를 즐기는 완벽한 순간,심가영 지음,더테이블:아이콕스,2020,"19,000"
BRP000455557,451.51-바58ㅂ,빙하의 반격 : 이미 시작한 인류 재앙의 현장,비에른 로아르 바스네스 지음 ; 심진하 옮김,유아이북스,2020,"15,000"
BRP000455558,451.51-바58ㅂ=2,빙하의 반격 : 이미 시작한 인류 재앙의 현장,비에른 로아르 바스네스 지음 ; 심진하 옮김,유아이북스,2020,"15,000"
BRP000455559,598.1-이67ㅅ,사춘기 아이 때문에 힘들어 하는 엄마들에게,이우경 지음,메이트북스,2020,"15,000"
BRP000455560,594.677-홍53ㅅ,샐러드 데이즈=Salad days : 건강하고 가볍게 채소 습관,홍서우 지음,비타북스:헬스조선,2020,"15,800"
BRP000455561,527.41-코58ㅅ,"생식, 내 작은 육식 동물들을 위한 만찬",코스믹라테 지음,마들렌북,2020,"16,900"
BRP000455562,525.765-송91ㅅ,선인장도 말려 죽이는 그대에게 : 반려식물 초심자를 위한 홈가드닝 안내서,송한나 지음,책밥,2020,"18,800"
BRP000455563,539.99-소41,소방전기공학,"지승욱,백동현,옥경재,이춘하 지음",재웅플러스,2020,"18,000"
BRP000455564,539.151-동96ㅅ=2,수질 분석실험,동화기술편집부 지음,동화기술,2019,"12,000"
BRP000455565,539.15-이58ㅅ,수질오염방지기술,"이승석,박진아 지음",동화기술,2020,"18,000"
BRP000455566,517.31-니59ㅅ,(스탠퍼드 교수가 가르쳐 주는) 숙면의 모든 것,니시노 세이지 지음 ; 김정환 옮김,브론스테인,2020,"13,800"
BRP000455567,539.92-김67ㅅ,숨 쉬는 도시 : 도시가 괴로운 것은 청정한 공기가 사라지고 있기 때문이다,"김운수,김정아 지음",서울연구원,2020,"13,000"
BRP000455568,539.92-김67ㅅ=2,숨 쉬는 도시 : 도시가 괴로운 것은 청정한 공기가 사라지고 있기 때문이다,"김운수,김정아 지음",서울연구원,2020,"13,000"
BRP000455569,598.1-황233ㅅ,"스칸디 부모는 자녀에게 시간을 선물한다 : 믿어주고, 기다려주고, 이끌어주는 스칸디 교육의 힘","황레나,황선준 지음",위즈덤하우스:위즈덤하우스 미디어그룹,2020,"15,000"
BRP000455570,598.1-펄33ㅅ,"신경 끄기 육아 : '선택적 무시'를 통해 아이에게는 자립심을, 부모에게는 자존감을!",캐서린 펄먼 지음 ; 정지현 옮김,예문아카이브,2020,"14,000"
BRP000455571,511.18-로78ㅅ,신경과학이 우리의 미래를 바꿀 수 있을까? : 신경과학의 신화와 실제 사이의 과학적·사회학적 질문들,"힐러리 로즈,스티븐 로즈 지음 ; 김동광 옮김",이상북스,2019,"16,000"
BRP000455572,598.47-디43ㅇ,아이와 몸으로 놀아주세요 : 아이의 뇌는 신체 놀이를 원한다,"앤서니 T. 디베네뎃,로렌스 J. 코헨 지음 ; 카를 위엔스 그림 ; 송은혜 옮김",포레스트북스,2020,"14,000"
BRP000455573,594.677-뒤821ㅇ,"알랭 뒤카스의 선택, 그린 다이닝 : 채소 과일 곡물 씨앗... 비로소 식탁의 주인공이 되다","알랭 뒤카스,로맹 메데,앙젤 페레 마그 지음 ; 정혜승 옮김",Pan n Pen(팬앤펜),2020,"21,000"
BRP000455574,528.04-임832ㅇ,어쩌다 내 개로 왔니? : 수의사가 쓴 댕댕이의 병원 일기,임태숙 지음,사과나무,2020,"12,000"
BRP000455575,511.1813-이72ㅇ,엄마의 뇌에 말을 걸다 : 10개의 키워드로 이야기하는 나이 듦의 뇌과학,이재우 지음,카시오페아,2019,"17,000"
BRP000455576,539.98-김69ㅇ,에코액션=Eco-action : 나의 환경발자국은 얼마인가?,김익 지음,신광문화사,2020,"18,000"
BRP000455577,553.4-김19ㅇ,엔진의 역사 : 헤론 터빈에서 제트 엔진까지,김기태 지음,지성사,2020,"28,000"
BRP000455578,598.1-주47ㅇ,오늘부터 훈육을 그만둡니다,주부의 벗 엮음 ; 시바타 아이코 감수 ; 아라이 피로요 만화 ; 김지윤 옮김,진선books:진선출판사,2019,"10,800"
BRP000455579,573.2-우63ㅇ,와인 실력 테스트,우에노 마사미 지음 ; 황명희 옮김,BM성안당,2020,"18,000"
BRP000455580,517.548-파77ㅇ,"왜 고기를 안 먹기로 한 거야? : Veganism : 관대하고 흥미로운 지적 혁명, 비거니즘!",마르탱 파주 지음 ; 배영란 옮김,황소걸음,2019,"14,500"
BRP000455581,517.32-맥15ㅇ,"움직임의 힘 : 운동은 어떻게 행복과 희망, 친밀감과 용기를 찾도록 돕는가",켈리 맥고니걸 지음 ; 박미경 옮김,Andromedian:로크미디어,2020,"18,800"
BRP000455582,594.5544-이66ㅅ,Sandwich 106 : 유명빵집 샌드위치를 내손으로,이와사키 게이코 지음 ; 조수연 옮김,그린쿡,2020,"12,000"
BRP000455583,512.604-곽14ㅇ,응급의학과 곽경훈입니다 : 쪽팔린 게 죽기보다 싫은 어느 응급실 레지던트의 삐딱한 생존 설명서,곽경훈 지음,원더박스,2020,"14,800"
BRP000455584,594.62-이79ㅅ,(이유식 끝나자마자 시작하는) 15~50개월 기본 유아식 : 성공 전략 & 레시피 216,"이지연 지음 ; 김덕창,정택 사진",레시피팩토리,2020,"19,800"
BRP000455585,593.5-고39ㅇ,일단 21일만 운동해보기로 했습니다 : 체력과 습관을 바로잡는 21일 루틴의 힘,고민수 지음,위즈덤하우스:위즈덤하우스 미디어그룹,2020,"13,000"
BRP000455586,594.51-이73ㅈ,"자연스럽게 먹습니다 : 텃밭농사부터 요리까지, 몸과 마음을 돌보는 열두 달 레시피",이정란 지음,궁리,2019,"16,800"
BRP000455587,598.1-하53ㅈ,적당히 육아법 : 스스로 잘하는 아이로 키우는 0~7세 최강의 부모 습관,하세가와 와카 지음 ; 황미숙 옮김,웅진리빙하우스,2020,"16,800"
BRP000455589,636.5-조98ㅈ,전통자수 : 한국의 기본 자수 배우기,조희화 지음,팜파스,2020,"20,000"
BRP000455590,539.98-이16ㅈ,지구를 리모델링해야 지구가 산다 : 동식물 삶의 터전을 천국으로 만들어라,이광모 지음,좋은땅,2020,"15,000"
BRP000455591,012.7-서96ㅊ,책 만드는 책 : 북아트 & 북바인딩,서효정 지음,이숲,2020,"22,000"
BRP000455592,598.12-곽72ㅊ,처음 부모 육아 멘붕 탈출법 : 신생아부터 72개월까지 SOS 육아 고민 해결서,곽재혁 지음,소울하우스,2020,"15,000"
BRP000455593,539.92-현51ㅊ,초미세먼지와 대기오염,현상민 지음 ; 최영호 감수,씨아이알,2019,"18,000"
BRP000455594,844-폭58ㅋ,"캣 바디, 캣 마인드 : 동물들의 공감능력은 어떻게 인간의 영적 진화에 기여하는가","마이클 W. 폭스 지음,이다희 옮김",한국NVC출판사,2020,"16,000"
BRP000455595,517.31-황813ㅋ,코골이 수면무호흡 수술 안하고 해결하기 : 안전하고 간편하고 효과 좋은 수면건강 투자 방법 : 인생을 괴롭히는 코골이 수면무호흡 원인과 해결 방법을 알려주는 지침서!,황청풍 지음,아마존북스,2020,"15,000"
BRP000455596,525.4-홍17ㅌ,텃밭 채소 기르기=Growing vegetables,"홍규현,서명훈 지음",가교출판,2020,"22,000"
BRP000455597,539.94-정58ㅌ,토양복원공학,"정승우,안윤주 지음",동화기술,2020,"20,000"
BRP000455598,592.27-로837ㅌ,퇴근 후 코바늘 손뜨개,"로투스가든,한땀핸즈,공간엔늘 지음",이담 Books:한국학술정보,2020,"15,000"
BRP000455599,598.104-정14ㅌ,투맘쇼=To mom show : 개그우먼 엄마들의 리얼 전투 육아기,"정경미,김경아,조승희 지음",42 Media Contents(42미디어콘텐츠),2020,"13,800"
BRP000455600,592.27-김68ㅎ,하란의 보태니컬 세밀화 자수 : 세밀화처럼 수놓는 꽃과 식물 자수,김은아 지음,한스미디어:한즈미디어,2020,"18,000"
BRP000455601,591-김64ㅎ,(끝없는 집안일을 반으로 줄이는) 하루 10분 꼼수 살림법,김영은 지음,청림 Life:청림출판,2020,"15,000"
BRP000455602,654.482-후79ㅂ,(한 권으로 끝내는) 보타니컬 아트 : 가장 친절한 꽃 세밀화 수업,후지이 노리코 지음 ; 최서희 옮김,아이콘북스,2020,"22,000"
BRP000455603,513.595-진67ㅎ,한 손에 탈모 관리,진유빈 지음,좋은땅,2020,"13,000"
BRP000455604,513.994-나821ㅎ,항암제 치료의 고통을 이기는 생활방법,나카가와 야스노리 지음 ; 김철용 옮김,정다와,2020,"15,000"
BRP000455605,818-미11ㄴ,나라 잃은 백성처럼 마신 다음 날에는,미깡 지음,세미콜론,2020,"11,200"
BRP000455606,517.523-박66ㅎ,호르메시스와 간헐적 단식 : 뱃살 빼고 오래 살고 싶다면 지금 바로!,박용우 지음,블루페가수스,2020,"15,000"
BRP000455607,579-최79ㅎ,화장품이 궁금한 너에게 : 10대부터 쌓는 건강한 화장품 지식,최지현 지음,창비,2019,"12,800"
BRP000455608,539.91-오832ㅎ,환경관리,오태선 지음,동화기술,2020,"18,000"
BRP000455609,539.91-환14,환경시스템과 공공정책,"이석모,손지호,이동주 역",부경대학교 출판부,2020,"16,500"
BRP000455610,539.915-지14ㄴ,(환경위해관리를 위한) 노출평가,지경희 지음,동화기술,2020,"15,000"
BRP000455611,634-오65ㅎ,힘멜리 : 북유럽에서 온 모빌,오오카 마나 지음 ; 고주희 옮김,커넥츠,2020,"11,900"
BRP000455612,670.72-김97ㅊ,70가지 레슨 이야기 : 악기로 하는 인성 교육,김훈 지음,맑은샘,2020,"12,000"
BRP000455613,695.4-김94ㅋ,K리그를 읽는 시간,"김형준,이승엽 지음",북콤마,2020,"16,000"
BRP000455614,331.47-이51ㄱ,"공간을 말하다 : 있는 그대로의 자유로움, 생긴 그대로의 자연스러움",이상호 지음 ; 설한 그림,북바이북,2020,"18,000"
BRP000455615,688.04-이225ㄱ,(이동기 영화 에세이) 그때 그 영화처럼,이동기 지음,아모르문디,2020,"15,000"
BRP000455616,662-런223ㅅ4,(깊고 충실한) 사진 강의,"바버라 런던,짐 스톤 지음 ; 최재균 옮김",Photonet(포토넷),2020,"24,000"
BRP000455617,662-정225ㄴ,내 사진으로 쏠쏠한 세컨잡 : 꽤 돈 되는 '스톡사진작가 되기' 매뉴얼북,정동주 지음,브레인스토어,2020,"15,900"
BRP000455618,656.2-김817ㄴ,너를 그려 줄게 : 그리운 '너'를 그리기 위한 100번의 드로잉 리허설,김충원 지음,진선출판사,2020,"12,000"
BRP000455619,699.7-서53ㄹ,루어낚시의 맛=Lure fishing : 한 번도 낚시를 해보지 않은 분들을 위한 루어낚시 안내서,서성모 지음 ; 탁영호 그림,황금시간,2020,"14,000"
BRP000455620,668-이39ㅁ,막연한 소박함,이미홍 지음,말,2020,"12,000"
BRP000455621,691.9-무63ㅁ,(IQ 148을 위한) 멘사퍼즐 아이큐게임,개러스 무어 지음 ; 이은경 옮김,보누스,2020,"8,900"
BRP000455622,691.9-존58ㅁ,(IQ 148을 위한) 멘사퍼즐 추론게임,그레이엄 존스 지음 ; 이은경 옮김,보누스,2020,"8,900"
BRP000455623,677.43-목79ㅅ,(목진설의) 숲속 기타교실,목진설 지음,현대음악출판사,2020,"9,000"
BRP000455624,592.021-강45ㅁ,무늬상점 패턴디자인클래스=Surfacepattern design class,강보람 지음 ; 이상언 사진,이서원,2020,"16,000"
BRP000455625,818-박53ㅁ,뭐든 되는 상상 : 지친 하루를 반짝이게 바꿔 줄 일상 예술 프로젝트,박성우 글 ; 허선재 소품 아트,창비교육,2019,"15,000"
BRP000455626,848-캘239ㅁ,민디 프로젝트 : 깨발랄 인도계 미국인 코미디언 민디의 할리우드 물들이기 대작전,민디 캘링 지음 ; 김민희 옮김,책덕,2019,"14,000"
BRP000455628,673.193-문44ㅂ,(자연스런 호흡으로 노래하는) 벨칸토 호흡=How to sing with natural breathing Belcanto,문병율 지음,예영(예영커뮤니케이션),2020,"10,000"
BRP000455629,818-양53ㅂ,별을 좇아 방랑하라 : 클래식 음악에서 찾은 잊혀졌던 삶의 기적들,양성원 지음,빈커뮤니케이션즈,2020,"15,000"
BRP000455630,677.43-주58ㅂ-1,"블루스맨. 1, 코드 마스터",주승훈 지음,제이스 블루스 워크샵,2020,"10,000"
BRP000455631,677.43-주58ㅂ-2,"블루스맨. 2, 리프 마스터",주승훈 지음,제이스 블루스 워크샵,2020,"10,000"
BRP000455632,676.28-박51ㅅ,사랑의 불시착 : OST 피아노 연주곡집,박상현 ; 김정현 편곡,음악세계,2020,"12,000"
BRP000455633,662-문813ㅅ2,사진 구도가 달라지는 아이디어 100 : 스마트폰 & 카메라 좋은 구도 만드는 포토북,문철진 지음,미디어샘,2020,"14,000"
BRP000455634,673.53-장34ㄷ,(상식으로 읽는) 대중음악 : 재즈와 컨트리 그리고 락앤롤,장명재 지음,야스미디어,2020,"15,000"
BRP000455635,651-파58ㅅ,색의 인문학 : 미셸 파스투로가 들려주는 컬러의 비하인드 스토리,"미셸 파스투로,도미니크 시모네 지음 ; 고봉만 옮김",미술문화,2020,"22,000"
BRP000455636,342-후78ㅅ,소년은 멈추지 않는다 : 차별을 부순 무적의 농구부 이야기,필립 후즈 지음 ; 김충선 옮김,돌베개,2020,"14,000"
BRP000455637,656.6-김77ㅅ,소보루 카페의 달콤한 색연필 수업 : 포근포근 색연필로 그리는 따뜻하고 맛있는 행복,김주현 지음,심야책방,2020,"14,800"
BRP000455638,670.4-이812ㅅ,소설처럼 아름다운 클래식 이야기 : 모든 언어가 멈췄을 때 음악 한 줄기가 남았다,이채훈 지음,혜다,2020,"16,000"
BRP000455639,673.83-나53ㅅ,"슈베르트 세 개의 연가곡=Shubert, the three song cycles : 사랑과 방랑의 노래",나성인 지음,한길사,2019,"16,500"
BRP000455640,688.09-유79ㅇ,영화로 세상 보기 : 유지나의 시네 에세이,유지나 지음,연암서가,2020,"15,000"
BRP000455641,650.4-문16ㅇ,예술과 나날의 마음 : 문광훈의 미학에세이,문광훈 지음,한길사,2020,"19,000"
BRP000455642,600.99-이225ㅇ,예술과 삶 : 마이너리티 아티스트 7인 이야기,이동연 지음,서울연구원,2020,"13,000"
BRP000455643,600.13-이97ㅇ,예술이 밥 먹여 준다면 : 예술경영과 공연기획을 위한 입문서,이훈희 지음,책과나무,2020,"14,500"
BRP000455644,684.09-연18ㅇ,우리가 선택한 좌석입니다 : 1도씨비평선,연극비평집단 시선 [지음],1도씨,2020,"13,500"
BRP000455645,698.21-송53ㅌ,(음악과 함께 하는) 태권도 안무론,"송선영,이숙경,이선희 지음",박영사,2020,"14,000"
BRP000455646,364.45-이57,이수정 이다혜의 범죄 영화 프로파일,"이수정,이다혜,최세희,조영주 지음",민음사,2020,"18,000"
BRP000455647,676.27-양832ㅈ,재즈 피아노의 정석. 피아노 레벨(기본편),양태경 저,태즈피아노스테이션,2020,"25,000"
BRP000455648,539.7-콜91ㅈ,정크스페이스 | 미래 도시,"렘 콜하스,프레드릭 제임슨 지음 ; 임경규 옮김",문학과지성사,2020,"11,000"
BRP000455649,679.099-정96ㅈ,정화영의 국악인생 60년 : 심금을 울리는 조화로운 북소리,정화영 구술 ; 유인경 정리,민속원,2020,"18,000"
BRP000455650,114-이75ㅈ,지금은 집을 지을 시간,이종건 지음,Yeondoo,2020,"14,000"
BRP000455651,658.3-김19ㅎ,하찮은 취향,김기열 지음,미메시스,2020,"16,800"
BRP000455652,777.5-김20ㅇ,50패턴으로 여행하는 랜드마크 스페인어회화,루시아 김 지음,Pub.365(삼육오),2020,"13,600"
BRP000455653,004-니59ㅇ,IT 개발자의 영어 필살기 : 11가지 영문서 유형으로 공략하는 IT 업계 맞춤형 영어 학습법,니시노 류타로 지음 ; 최재원 옮김,책만,2020,"16,000"
BRP000455654,777.5-권79ㅇ-1,SOS 스페인어 말하기 첫걸음 : 왕초보 탈출 프로젝트. 1,"권진영,시원스쿨스페인어연구소 지음",시원스쿨닷컴,2020,"13,500"
BRP000455655,777.5-권79ㅇ-2,SOS 스페인어 말하기 첫걸음 : 왕초보 탈출 프로젝트. 2,"권진영,시원스쿨스페인어연구소 지음",시원스쿨닷컴,2020,"13,500"
BRP000455656,727.5-간95,간호 중국어 회화 : ???? : 현장에서 바로 활용가능한 의료 실무 중국어,"원종민,오선영,이진아,曹元? 지음",Jplus(제이플러스),2020,"15,000"
BRP000455657,745-임91ㄱ,고딸 영문법 : 영포자를 위한 고딸 쌤의 영어 강의 완결편. 완성왕편,임한결 지음 ; 용구렁 그림,예림당,2020,"15,000"
BRP000455658,745-임91ㄱ2-1,"고딸 영문법 : 웹툰처럼 술술 읽히는 쉬운 영어 공부. 1, 왕필수편",임한결 지음 ; 용구렁 그림,예림당,2020,"13,500"
BRP000455659,760-김53ㅍ,(기본 실전) 프랑스어 : 탄탄한 기본기로 실전까지,김선미 ; 원승재 지음,신아사,2020,"16,000"
BRP000455660,747.5-박39ㄱ-2,기초영어 1000문장 말하기 연습. 2,박미진 지음,토마토출판사,2020,"13,800"
BRP000455661,760-염811ㄷ=2,(나혼자 끝내는) 독학 프랑스어 첫걸음,염찬희 지음,넥서스,2017,"17,000"
BRP000455662,741.1-전239ㄴ,너! 영어발음 이대로 괜찮겠니?,전리나 지음,Pub삼육오,2020,"11,800"
BRP000455663,747.5-이62ㅁ,(다시 시작하는 영어) 맨처음 패턴영어,E&C 지음,Mentors,2020,"15,000"
BRP000455664,730-강53ㄷ,(모든것이 새롭다) 독학 일본어 첫걸음 뉴뉴,강석기 저,씨앤톡,2020,"15,000"
BRP000455665,739.81-천211ㄹ,레전드 태국어 필수단어,천나래 지음 ; 서정임 삽화,랭귀지북스,2020,"16,000"
BRP000455666,774-조14ㅁ,(표현을 확장하고 폭발시키는) 마그마 스페인어 필수 어휘=Magma vocabulary series Espa?ol,조경호 지음,문예림,2020,"12,000"
BRP000455667,746-조66ㅁ,명품 영문 이메일 레시피=Business e-mail the best recipe,"조용배,조용상 지음",콘텐츠케이브,2020,"12,000"
BRP000455668,760-조96ㅂ,봉주르 프랑스어,"조화림,서영민,강경란 지음",소리내,2020,"18,000"
BRP000455669,711.47-한64ㅂ,비법 한자 한문,한예원 지음,보고사,2020,"14,000"
BRP000455670,747.5-선94ㅇ,(세상에서 제일 쉬운) 10문장 영어회화,선현우 지음,동양북스,2020,"13,500"
BRP000455671,730-손73ㅇ,(スラスラ) 일본어 입문,손정숙 지음,제이앤씨,2020,"14,000"
BRP000455672,745-서33ㅅ,(술술 읽히는) 쉬운 영문법 : 작가·번역가·유튜버 서메리의 스토리 & 카툰 영문법,서메리 글·그림,YBM,2020,"15,000"
BRP000455673,727.5-이34ㅅ2,숨쉬는 중국어 : 마스터편,이명순 저,송산,2020,"14,000"
BRP000455674,747-이59ㅇ-1,(Marvel) 어벤져스 엔드게임 : 스크린 영어 리딩. 1,이시재 번역·해설,길벗이지톡,2020,"16,000"
BRP000455675,747-이59ㅇ-2,(Marvel) 어벤져스 엔드게임 : 스크린 영어 리딩. 2,이시재 번역·해설,길벗이지톡,2020,"16,000"
BRP000455676,711.25-이73ㅇ2,(쓰면서도 헷갈리는) SNS 맞춤법,"이정은,김나영 글 ; 강준구 그림",다봄,2020,"12,000"
BRP000455677,796.72-이77ㅇ3,(누구나 쉽게 배우는) 열공! 인도네시아어 첫걸음,이주연 지음 ; Yulius William 감수,디지스:Digis,2020,"18,500"
BRP000455678,745-신53ㅇ,영어 잘하고 싶다=Master English : 영어가 쉬워지는 핵심은 8·4·5·12에 있다!,신서연 지음,미다스북스,2020,"15,000"
BRP000455679,747.5-에58ㄱ,(영어 좀 한다는 소리 듣는) 고급진 회화표현 100 : 내 영어의 수준을 한 단계 끌어올리는 네이티브식 회화표현,SD어학연구소 지음,시대인,2020,"13,000"
BRP000455680,745.4-정72ㅇ-상,영어동사 보물섬=Treasure island of Enginsh verbs. 상,정재진 지음,블루비,2020,"15,000"
BRP000455681,707-이817ㅇ,외국어를 과학적으로 배우는 방법 : the art of learning languages,이충호 지음,다개국어,2020,"15,000"
BRP000455682,701.7-최73ㅇ,외국어와 통역·번역 : 외국어 잘하는 방법부터 통역·번역사 되는 과정에 이르기까지,최정화 지음,Hu:한국외국어대학교 지식출판콘텐츠원,2020,"18,000"
BRP000455683,740.7-이94ㅇ,"우리 아이 첫 영어, 저는 코칭합니다 : 12세 이전 영어머리 키워주는 엄마표 코칭 영어",이혜선 지음,로그인:이퍼블릭,2020,"15,000"
BRP000455684,747.5-이45ㅇ,이보영의 말문 영어 : 영어 말문을 여는 가장 확실한 방법,이보영 지음,키스톤:에이스컨프로,2020,"13,000"
BRP000455685,720-강53ㅇ,(기초 탄탄 핵심 콕콕) 이지 중국어,강선주 지음,동양북스,2020,"14,500"
BRP000455686,720-김73ㅈ,중국의 언어와 문학,"김정필,안승웅 공저",신아사,2020,"14,000"
BRP000455687,744-루69ㅈ,지적 리딩을 위한 워드 파워 30일 : 30일 만에 완성하는 워드 파워 메이드 이지,노먼 루이스 ; 윌프레드 펑크 지음 ; 강주헌 옮김,윌북,2020,"17,800"
BRP000455688,799.1-이64ㅊ,첫걸음 에스페란토,이영구 지음,Hu:한국외국어대학교 지식출판콘텐츠원,2020,"15,000"
BRP000455689,720-원96ㅌ,(글이 써지고 입이 열리는) 티키타카 초급 중국어,"袁??,박유빈 지음",소리내,2020,"15,000"
BRP000455690,715-조94ㅎ,(예비 한국어 교원을 위한)한국어 문법론=Korean grammar for preliminary Korean teachers : 쉽게 읽히는 소통의 책,조형일 저,소통,2020,"15,000"
BRP000455691,776-심51ㅎ,한국어-스페인어 번역과 작문 : 문법 지식의 응용,심상완 지음,글로벌콘텐츠,2020,"16,500"
BRP000455692,710.13-한17,(한국어를 배울 때 알아야 하는) 한국의 언어문화,"이미향,나채근,엄나영,김홍매,조미향,관관,최준혁 지음",소통,2020,"15,000"
BRP000456027,327.87-안73ㅅ,생생 경매 성공기 2.0 : 푼돈으로 큰돈을 만드는 확실한 비결,"안정일,김민주 지음",지상사,2020,"19,500"
BRP000456028,327.87-이67ㄱ,경매고수 따라하기 : 누구도 알려주지 않는 부동산 경매 실전투자비법,이운택 지음,미래와경영,2020,"24,000"
BRP000456029,594.5546-명79ㄷ,다과 수업 : 전통 다과·화과자·음료 레시피북,명지은 지음,Cypress(싸이프레스),2020,"15,000"
BRP000456030,594.51-윤57ㅁ,"(윤숙자 교수의) 맛깔나는 퓨전 한과 : 한과 83가지, 차와 음료 17가지",윤숙자 지음,백산출판사,2020,"23,000"
